"","village_code","HouseID","menage_id","intervention.text","date.enquete","n.householdmember","n.child.0to5","n.households","n.population","ses.quintile","main.drinking.water.dry.binary","main.drinking.water.rainy.binary","correct.handwashing.binary","improved.sanitation.binary","livestock.access.house.binary","animal.excrement.floor.binary","round","stool.collect"
"766",16,778,"SMF00001405","contrôle","2023-01-12",16,2,249,2206,"third","Improved","Improved","No","No","Yes","Yes",1,0
"767",16,779,"SMF00001502","contrôle","2023-01-08",6,1,249,2206,"fourth","Improved","Improved","No","No","Yes","No",1,0
"768",16,780,"SMF00001901","contrôle","2023-01-08",14,1,249,2206,"fourth","Improved","Improved","No","Yes","Yes","No",1,0
"769",16,781,"SMF00002601","contrôle","2023-01-08",18,8,249,2206,"third","Improved","Improved","No","No","Yes","Yes",1,0
"770",16,782,"SMF00002603","contrôle","2023-01-12",16,3,249,2206,"highest","Improved","Unimproved","No","No","Yes","Yes",1,0
"771",16,783,"SMF00002701","contrôle","2023-01-12",7,1,249,2206,"second","Improved","Improved","No","Yes","Yes","Yes",1,0
"772",20,255,"SNA00000303","contrôle","2023-01-14",6,NA,951,7626,"third","Improved","Improved","No","No","No","No",1,1
"773",20,784,"SNA00000803","contrôle","2023-01-18",4,NA,951,7626,"lowest","Improved","Improved","No","No","Yes","Yes",1,0
"774",20,785,"SNA00000805","contrôle","2023-01-18",5,1,951,7626,"fourth","Improved","Improved","No","No","Yes","Yes",1,0
"775",20,256,"SNA00003502","contrôle","2023-01-16",19,4,951,7626,"second","Improved","Improved","No","No","Yes","Yes",1,1
"776",20,786,"SNA00003601","contrôle","2023-01-17",15,NA,951,7626,"second","Improved","Improved","No","Yes","Yes","Yes",1,0
"777",20,257,"SNA00004703","contrôle","2023-01-17",8,2,951,7626,"third","Improved","Improved","No","No","Yes","Yes",1,1
"778",20,787,"SNA00005302","contrôle","2023-01-19",5,NA,951,7626,"fourth","Improved","Improved","No","Yes","Yes","Yes",1,0
"779",20,788,"SNB00001601","contrôle","2023-01-14",14,3,951,7626,"fourth","Improved","Improved","No","Yes","Yes","Yes",1,0
"780",20,789,"SNB00005402","contrôle","2023-01-19",4,2,951,7626,"third","Improved","Improved","No","No","Yes","Yes",1,0
"781",20,258,"SNB00009002","contrôle","2023-01-14",5,1,951,7626,"second","Improved","Improved","No","No","Yes","Yes",1,1
"782",20,259,"SNB00010201","contrôle","2023-01-14",5,1,951,7626,"fourth","Improved","Improved","No","No","No","No",1,1
"783",20,260,"SNB00012101","contrôle","2023-01-17",3,NA,951,7626,"third","Improved","Improved","No","No","No","No",1,1
"784",20,790,"SNC00002006","contrôle","2023-01-19",4,NA,951,7626,"second","Improved","Improved","No","No","Yes","Yes",1,0
"785",20,791,"SNC00006701","contrôle","2023-01-18",9,NA,951,7626,"lowest","Improved","Improved","No","No","Yes","No",1,0
"786",20,792,"SNF00000601","contrôle","2023-01-19",3,NA,951,7626,"second","Improved","Improved","No","Yes","Yes","Yes",1,0
"787",20,261,"SNF00001601","contrôle","2023-01-16",7,1,951,7626,"third","Improved","Improved","No","No","Yes","Yes",1,1
"788",20,793,"SNF00001602","contrôle","2023-01-18",5,NA,951,7626,"fourth","Improved","Improved","No","No","Yes","Yes",1,0
"789",20,794,"SNF00002302","contrôle","2023-01-19",11,2,951,7626,"third","Improved","Improved","No","Yes","Yes","Yes",1,0
"790",20,795,"SNF00002401","contrôle","2023-01-19",10,1,951,7626,"fourth","Improved","Improved","No","No","Yes","Yes",1,0
"791",20,262,"SNF00002808","contrôle","2023-01-16",6,0,951,7626,"fourth","Improved","Improved","No","Yes","Yes","Yes",1,1
"792",20,796,"SNG00000501","contrôle","2023-01-08",5,0,951,7626,"second","Improved","Improved","No","Yes","Yes","Yes",1,0
"793",20,263,"SNI00000405","contrôle","2023-01-15",5,1,951,7626,"third","Improved","Improved","No","Yes","Yes","Yes",1,1
"794",20,797,"SNJ00001701","contrôle","2023-01-17",3,0,951,7626,"third","Improved","Improved","No","Yes","Yes","Yes",1,0
"795",20,798,"SNK00001305","contrôle","2023-01-18",6,1,951,7626,"third","Improved","Improved","No","No","Yes","Yes",1,0
"796",20,799,"SNK00001403","contrôle","2023-01-18",7,1,951,7626,"third","Improved","Improved","No","No","Yes","Yes",1,0
"797",20,800,"SNK00002301","contrôle","2023-01-17",42,8,951,7626,"lowest","Improved","Improved","No","Yes","Yes","No",1,0
"798",20,264,"SNM00000101","contrôle","2023-01-15",5,1,951,7626,"fourth","Improved","Improved","No","No","Yes","No",1,1
"799",20,801,"SNQ00001602","contrôle","2023-01-18",11,3,951,7626,"third","Improved","Improved","No","Yes","Yes","Yes",1,0
"800",20,802,"SNQ00001702","contrôle","2023-01-18",4,1,951,7626,"third","Improved","Improved","No","Yes","Yes","Yes",1,0
"801",20,803,"SNS00000301","contrôle","2023-01-17",22,4,951,7626,"second","Improved","Improved","No","Yes","Yes","Yes",1,0
"802",20,804,"SNT00000201","contrôle","2023-01-18",8,3,951,7626,"third","Improved","Improved","No","No","Yes","Yes",1,0
"803",20,265,"SNV00000701","contrôle","2023-01-17",5,1,951,7626,"highest","Improved","Improved","No","No","Yes","Yes",1,1
"804",20,805,"SNV00000802","contrôle","2023-01-16",3,0,951,7626,"third","Improved","Improved","No","No","No","No",1,0
"805",20,806,"SNV00001702","contrôle","2023-01-17",8,2,951,7626,"second","Improved","Improved","No","No","Yes","Yes",1,0
"806",20,807,"SNV00001703","contrôle","2023-01-17",5,2,951,7626,"lowest","Improved","Improved","No","No","Yes","Yes",1,0
"807",20,808,"SNV00002401","contrôle","2023-01-17",8,1,951,7626,"third","Improved","Improved","No","Yes","Yes","Yes",1,0
"808",20,266,"SNV00002701","contrôle","2023-01-17",12,3,951,7626,"second","Improved","Improved","No","Yes","Yes","Yes",1,1
"809",11,267,"CAA00001501","intervention",NA,9,3,1528,7949,"lowest","Improved","Improved","Yes","Yes","Yes","No",4,0
"810",11,268,"CAA00001601","intervention",NA,7,1,1528,7949,"second","Improved","Improved","Yes","Yes","Yes","No",4,0
"811",11,1,"CAA00004701","intervention",NA,7,0,1528,7949,"third","Improved","Improved","No","No","Yes","No",4,1
"812",11,2,"CAA00005101","intervention",NA,11,2,1528,7949,"lowest","Improved","Improved","Yes","Yes","Yes","No",4,1
"813",11,269,"CAA00005803","intervention",NA,5,0,1528,7949,"highest","Improved","Improved","Yes","Yes","Yes","No",4,0
"814",11,3,"CAA00007001","intervention",NA,7,0,1528,7949,"highest","Improved","Improved","No","Yes","Yes","No",4,1
"815",11,270,"CAA00008601","intervention",NA,3,0,1528,7949,"lowest","Improved","Improved","Yes","Yes","Yes","No",4,0
"816",11,271,"CAA00013601","intervention",NA,13,2,1528,7949,"lowest","Unimproved","Improved","No","No","Yes","No",4,0
"817",11,4,"CAA00018101","intervention",NA,12,2,1528,7949,"third","Improved","Improved","No","Yes","Yes","No",4,1
"818",11,272,"CAA00018201","intervention",NA,12,2,1528,7949,"third","Unimproved","Improved","No","No","Yes","No",4,0
"819",11,273,"CAA00018402","intervention",NA,5,0,1528,7949,"highest","Improved","Improved","No","Yes","Yes","No",4,0
"820",11,274,"CAA00026801","intervention",NA,6,2,1528,7949,"second","Improved","Improved","Yes","No","Yes","No",4,0
"821",11,5,"CAB00001101","intervention",NA,19,5,1528,7949,"second","Improved","Improved","No","No","Yes","Yes",4,1
"822",11,6,"CAB00001104","intervention",NA,6,1,1528,7949,"highest","Improved","Improved","No","Yes","Yes","Yes",4,1
"823",11,275,"CAB00032101","intervention",NA,7,1,1528,7949,"second","Improved","Improved","Yes","Yes","Yes","No",4,0
"824",11,276,"CAB00039201","intervention",NA,5,1,1528,7949,"lowest","Improved","Improved","No","No","Yes","No",4,0
"825",11,277,"CAC00002102","intervention",NA,3,0,1528,7949,"fourth","Improved","Improved","Yes","Yes","Yes","No",4,0
"826",11,278,"CAC00002702","intervention",NA,10,2,1528,7949,"lowest","Improved","Improved","Yes","Yes","Yes","No",4,0
"827",11,279,"CAC00011101","intervention",NA,7,2,1528,7949,"lowest","Improved","Improved","No","Yes","Yes","Yes",4,0
"828",11,280,"CAC00015201","intervention",NA,7,2,1528,7949,"lowest","Improved","Improved","No","Yes","Yes","Yes",4,0
"829",11,281,"CAC00020001","intervention",NA,15,2,1528,7949,"fourth","Improved","Improved","No","No","Yes","Yes",4,0
"830",11,282,"CAD00002703","intervention",NA,9,1,1528,7949,"second","Improved","Improved","No","No","Yes","Yes",4,0
"831",11,283,"CAD00004005","intervention",NA,4,0,1528,7949,"lowest","Improved","Improved","No","Yes","Yes","Yes",4,0
"832",11,284,"CAE00000601","intervention",NA,3,0,1528,7949,"second","Improved","Improved","No","No","Yes","Yes",4,0
"833",11,8,"CAE00001901","intervention",NA,2,0,1528,7949,"second","Improved","Improved","No","No","Yes","Yes",4,1
"834",11,285,"CAE00002102","intervention",NA,14,3,1528,7949,"lowest","Improved","Improved","No","Yes","Yes","Yes",4,0
"835",11,286,"CAE00002202","intervention",NA,9,0,1528,7949,"fourth","Improved","Improved","No","No","Yes","Yes",4,0
"836",11,9,"CAE00004301","intervention",NA,10,0,1528,7949,"second","Improved","Improved","No","Yes","Yes","Yes",4,1
"837",11,287,"CAE00004702","intervention",NA,9,2,1528,7949,"fourth","Improved","Improved","No","No","Yes","Yes",4,0
"838",11,10,"CAE00005701","intervention",NA,5,0,1528,7949,"lowest","Improved","Improved","No","Yes","Yes","Yes",4,1
"839",11,288,"CAF00011902","intervention",NA,10,1,1528,7949,"lowest","Improved","Improved","No","Yes","Yes","Yes",4,0
"840",11,289,"CAG00000402","intervention",NA,11,0,1528,7949,"third","Improved","Improved","No","No","Yes","Yes",4,0
"841",11,11,"CAG00000702","intervention",NA,5,0,1528,7949,"lowest","Improved","Improved","No","No","Yes","Yes",4,1
"842",11,290,"CAG00001103","intervention",NA,9,0,1528,7949,"fourth","Improved","Improved","No","No","Yes","Yes",4,0
"843",11,291,"CAG00001702","intervention",NA,12,1,1528,7949,"second","Improved","Improved","No","No","Yes","Yes",4,0
"844",11,12,"CAI00000201","intervention",NA,15,2,1528,7949,"second","Unimproved","Unimproved","No","No","Yes","Yes",4,1
"845",13,13,"CRAS0101","intervention",NA,8,2,NA,4763.59291935937,NA,"Improved","Improved","No","No","Yes","Yes",4,1
"846",13,14,"CRAS0201","intervention",NA,6,1,NA,4763.59291935937,NA,"Improved","Improved","No","No","Yes","Yes",4,1
"847",13,15,"CRAS0202","intervention",NA,16,3,NA,4763.59291935937,NA,"Improved","Improved","No","No","Yes","Yes",4,1
"848",13,16,"CRAS0401","intervention",NA,15,1,NA,4763.59291935937,"fourth","Improved","Improved","No","No","No","No",4,1
"849",13,17,"CRAS0601","intervention",NA,4,0,NA,4763.59291935937,"highest","Improved","Improved","No","Yes","No","No",4,1
"850",13,18,"CRAS0602","intervention",NA,6,2,NA,4763.59291935937,"fourth","Unimproved","Improved","No","Yes","No","No",4,1
"851",13,19,"CRAS0701","intervention",NA,7,1,NA,4763.59291935937,NA,"Improved","Improved","No","No","Yes","Yes",4,1
"852",13,20,"CRAS0901","intervention",NA,7,0,NA,4763.59291935937,NA,"Improved","Improved","No","Yes","Yes","Yes",4,1
"853",13,21,"CRAS0902","intervention",NA,3,0,NA,4763.59291935937,NA,"Improved","Improved","No","Yes","Yes","Yes",4,1
"854",13,22,"CRAS1001","intervention",NA,6,1,NA,4763.59291935937,"fourth","Improved","Improved","Yes","Yes","Yes","No",4,1
"855",13,23,"CRAS1002","intervention",NA,12,0,NA,4763.59291935937,"third","Improved","Improved","Yes","Yes","Yes","No",4,1
"856",13,24,"CRAS1003","intervention",NA,15,1,NA,4763.59291935937,"fourth","Improved","Improved","Yes","Yes","Yes","No",4,1
"857",13,292,"CRSS0101","intervention",NA,5,NA,NA,4763.59291935937,NA,"Improved","Improved","No","No","No","Yes",4,0
"858",13,293,"CRSS0102","intervention",NA,2,1,NA,4763.59291935937,NA,"Improved","Improved","No","No","Yes","Yes",4,0
"859",13,294,"CRSS0201","intervention",NA,8,2,NA,4763.59291935937,NA,"Improved","Improved",NA,"No","No","No",4,0
"860",13,295,"CRSS0203","intervention",NA,2,NA,NA,4763.59291935937,NA,"Improved","Improved","No","No","No","Yes",4,0
"861",13,296,"CRSS0301","intervention",NA,5,NA,NA,4763.59291935937,NA,"Improved","Improved","No","Yes","Yes","Yes",4,0
"862",13,297,"CRSS0401","intervention",NA,7,1,NA,4763.59291935937,NA,"Improved","Improved","Yes","Yes","Yes","Yes",4,0
"863",13,298,"CRSS0601","intervention",NA,2,0,NA,4763.59291935937,NA,"Improved","Improved","No","Yes","Yes","Yes",4,0
"864",13,299,"CRSS0602","intervention",NA,3,1,NA,4763.59291935937,NA,"Improved","Improved","No","Yes","Yes","Yes",4,0
"865",13,300,"CRSS0901","intervention",NA,5,2,NA,4763.59291935937,NA,"Improved","Improved","No","No","Yes","Yes",4,0
"866",13,301,"CRSS1201","intervention",NA,2,0,NA,4763.59291935937,"lowest","Improved","Improved","No","No","No","No",4,0
"867",13,302,"CRSS1202","intervention",NA,12,3,NA,4763.59291935937,"second","Improved","Improved","No","No","No","No",4,0
"868",13,303,"CRSS1204","intervention",NA,6,3,NA,4763.59291935937,"second","Improved","Improved","No","No","No","Yes",4,0
"869",13,304,"CRSS1205","intervention",NA,11,4,NA,4763.59291935937,"second","Improved","Improved","No","No","No","No",4,0
"870",13,305,"CRSS1301","intervention",NA,8,1,NA,4763.59291935937,"second","Improved","Improved","No","No","Yes","Yes",4,0
"871",13,306,"CRSS1401","intervention",NA,16,5,NA,4763.59291935937,NA,"Improved","Improved","No","No","Yes","Yes",4,0
"872",13,307,"CRSS2101","intervention",NA,2,0,NA,4763.59291935937,NA,"Improved","Improved","No","Yes","Yes","Yes",4,0
"873",13,308,"CRSS2102","intervention",NA,6,0,NA,4763.59291935937,NA,"Improved","Improved","No","Yes","Yes","Yes",4,0
"874",13,309,"CRSS2301","intervention",NA,15,3,NA,4763.59291935937,"third","Improved","Improved","Yes","Yes","Yes","Yes",4,0
"875",13,310,"CRSS2302","intervention",NA,5,1,NA,4763.59291935937,"third","Improved","Improved","Yes","Yes","Yes","Yes",4,0
"876",13,311,"CRSS2303","intervention",NA,3,0,NA,4763.59291935937,"fourth","Improved","Improved","Yes","Yes","Yes","No",4,0
"877",13,312,"CRSS2304","intervention",NA,1,0,NA,4763.59291935937,"highest","Improved","Improved","Yes","Yes","Yes","No",4,0
"878",13,313,"CRSS2402","intervention",NA,7,1,NA,4763.59291935937,"lowest","Improved","Improved","No","No","Yes","No",4,0
"879",13,314,"CRSS2403","intervention",NA,3,1,NA,4763.59291935937,"third","Improved","Improved","Yes","No","Yes","No",4,0
"880",15,315,"EAA00000302","intervention",NA,10,0,315,2437,"lowest","Improved","Improved","No","Yes","Yes","Yes",4,0
"881",15,316,"EAA00000304","intervention",NA,3,0,315,2437,"third","Improved","Improved","No","Yes","Yes","Yes",4,0
"882",15,318,"EAA00000602","intervention",NA,4,0,315,2437,"third","Improved","Improved","No","No","Yes","Yes",4,0
"883",15,319,"EAA00000603","intervention",NA,7,1,315,2437,"fourth","Improved","Improved","No","No","Yes","Yes",4,0
"884",15,320,"EAA00001101","intervention",NA,13,4,315,2437,"third","Improved","Improved","No","No","Yes","Yes",4,0
"885",15,25,"EAA00001502","intervention",NA,10,4,315,2437,"fourth","Unimproved","Improved","No","No","Yes","Yes",4,1
"886",15,26,"EAA00002001","intervention",NA,25,3,315,2437,"second","Improved","Improved","No","No","Yes","Yes",4,1
"887",15,27,"EAA00002201","intervention",NA,6,2,315,2437,"second","Improved","Improved","No","No","Yes","Yes",4,1
"888",15,28,"EAA00002301","intervention",NA,25,1,315,2437,"second","Unimproved","Improved","No","No","Yes","Yes",4,1
"889",15,321,"EAA00002601","intervention",NA,3,1,315,2437,"third","Improved","Improved","No","No","Yes","Yes",4,0
"890",15,322,"EAA00002801","intervention",NA,2,0,315,2437,"third","Improved","Improved","No","No","Yes","Yes",4,0
"891",15,29,"EAA00003601","intervention",NA,29,4,315,2437,"second","Improved","Improved","No","Yes","Yes","Yes",4,1
"892",15,323,"EAA00004401","intervention",NA,8,0,315,2437,"second","Improved","Improved","No","No","Yes","Yes",4,0
"893",15,324,"EAA00004501","intervention",NA,12,3,315,2437,"highest","Improved","Improved","No","No","Yes","Yes",4,0
"894",15,30,"EAA00004801","intervention",NA,11,3,315,2437,"second","Improved","Improved","No","No","Yes","Yes",4,1
"895",15,325,"EAB00000704","intervention",NA,7,2,315,2437,"highest","Improved","Improved","No","No","Yes","Yes",4,0
"896",15,326,"EAB00002501","intervention",NA,10,0,315,2437,"second","Improved","Improved","No","No","Yes","Yes",4,0
"897",15,327,"EAC00001101","intervention",NA,9,2,315,2437,"lowest","Improved","Improved","No","No","Yes","Yes",4,0
"898",15,328,"EAC00001302","intervention",NA,8,1,315,2437,"fourth","Improved","Improved","No","No","No","Yes",4,0
"899",15,31,"EAC00002101","intervention",NA,10,2,315,2437,"second","Improved","Improved","No","No","Yes","No",4,1
"900",15,329,"EAC00002801","intervention",NA,5,2,315,2437,"second","Improved","Improved","Yes","No","Yes","No",4,0
"901",15,32,"EAD00000903","intervention",NA,1,2,315,2437,"highest","Improved","Improved","No","No","Yes","Yes",4,1
"902",15,330,"EAD00001201","intervention",NA,8,1,315,2437,"highest","Improved","Improved","No","No","Yes","No",4,0
"903",15,331,"EAD00001401","intervention",NA,13,1,315,2437,"third","Improved","Improved","Yes","Yes","Yes","Yes",4,0
"904",15,33,"EAD00001501","intervention",NA,7,0,315,2437,"fourth","Improved","Improved","No","No","Yes","Yes",4,1
"905",15,332,"EAD00001701","intervention",NA,5,1,315,2437,"highest","Improved","Improved","No","No","Yes","No",4,0
"906",15,333,"EAD00002102","intervention",NA,9,0,315,2437,"fourth","Improved","Improved","No","No","Yes","Yes",4,0
"907",15,334,"EAD00003101","intervention",NA,5,1,315,2437,"highest","Improved","Improved","No","No","Yes","Yes",4,0
"908",15,335,"EAD00003201","intervention",NA,16,4,315,2437,"fourth","Improved","Improved","No","No","Yes","No",4,0
"909",15,34,"EAD00003402","intervention",NA,1,0,315,2437,"highest","Improved","Improved","Yes","No","Yes","No",4,1
"910",15,336,"EAE00001101","intervention",NA,10,1,315,2437,"fourth","Improved","Improved","No","No","No","Yes",4,0
"911",15,337,"EAE00001201","intervention",NA,30,10,315,2437,"lowest","Improved","Improved","No","Yes","Yes","Yes",4,0
"912",15,338,"EAF00001001","intervention",NA,7,2,315,2437,"highest","Improved","Improved","No","No","No","Yes",4,0
"913",15,35,"EAH00000803","intervention",NA,6,0,315,2437,"fourth","Improved","Improved","No","No","Yes","Yes",4,1
"914",15,339,"EAH00001201","intervention",NA,6,0,315,2437,"lowest","Improved","Improved","Yes","No","Yes","Yes",4,0
"915",15,340,"EAH00001203","intervention",NA,8,0,315,2437,"lowest","Improved","Improved","No","No","Yes","No",4,0
"916",15,36,"EAH00001205","intervention",NA,13,2,315,2437,"second","Improved","Improved","No","No","Yes","Yes",4,1
"917",3,37,"ECA00000502","contrôle",NA,7,2,536,3777,"highest","Improved","Improved","No","No","Yes","Yes",4,1
"918",3,341,"ECA00001002","contrôle",NA,6,0,536,3777,"highest","Improved","Improved","No","No","Yes","No",4,0
"919",3,38,"ECA00001101","contrôle",NA,3,0,536,3777,"highest","Improved","Improved","No","No","Yes","Yes",4,1
"920",3,342,"ECA00001302","contrôle",NA,12,1,536,3777,"highest","Improved","Improved","No","No","Yes","No",4,0
"921",3,39,"ECA00003301","contrôle",NA,20,1,536,3777,"lowest","Improved","Improved","Yes","Yes","Yes","Yes",4,1
"922",3,343,"ECB00000401","contrôle",NA,13,3,536,3777,"lowest","Unimproved","Improved","No","Yes","Yes","Yes",4,0
"923",3,344,"ECB00000503","contrôle",NA,12,2,536,3777,"third","Improved","Improved","No","No","Yes","Yes",4,0
"924",3,40,"ECB00001801","contrôle",NA,3,0,536,3777,"fourth","Improved","Improved","No","No","Yes","No",4,1
"925",3,345,"ECB00002401","contrôle",NA,5,1,536,3777,"second","Improved","Improved","Yes","No","Yes","No",4,0
"926",3,41,"ECC00000106","contrôle",NA,11,2,536,3777,"third","Improved","Improved","Yes","Yes","Yes","Yes",4,1
"927",3,42,"ECC00001101","contrôle",NA,10,4,536,3777,"highest","Improved","Improved","No","No","Yes","No",4,1
"928",3,346,"ECC00001301","contrôle",NA,10,0,536,3777,"highest","Improved","Improved","No","No","Yes","Yes",4,0
"929",3,347,"ECC00005204","contrôle",NA,8,1,536,3777,"third","Improved","Improved","No","No","Yes","Yes",4,0
"930",3,43,"ECC00005301","contrôle",NA,11,3,536,3777,"highest","Improved","Improved","No","Yes","Yes","Yes",4,1
"931",3,348,"ECC00007101","contrôle",NA,9,2,536,3777,"fourth","Improved","Improved","No","No","Yes","Yes",4,0
"932",3,349,"ECC00008801","contrôle",NA,5,0,536,3777,"highest","Improved","Improved","No","No","Yes","No",4,0
"933",3,350,"ECC00009001","contrôle",NA,8,0,536,3777,"highest","Improved","Improved","No","No","Yes","No",4,0
"934",3,351,"ECC00009501","contrôle",NA,6,1,536,3777,"highest","Unimproved","Improved","No","No","Yes","No",4,0
"935",3,352,"ECD00000303","contrôle",NA,3,0,536,3777,"lowest","Improved","Improved","No","No","Yes","No",4,0
"936",3,353,"ECD00000601","contrôle",NA,5,0,536,3777,"fourth","Improved","Improved","No","No","Yes","No",4,0
"937",3,44,"ECF00000601","contrôle",NA,3,0,536,3777,"highest","Unimproved","Unimproved","No","No","Yes","Yes",4,1
"938",3,45,"ECF00000607","contrôle",NA,8,1,536,3777,"highest","Unimproved","Unimproved","No","No","Yes","Yes",4,1
"939",3,46,"ECF00000608","contrôle",NA,12,3,536,3777,"fourth","Unimproved","Unimproved","No","No","Yes","Yes",4,1
"940",3,354,"ECF00001403","contrôle",NA,13,1,536,3777,"second","Unimproved","Unimproved","No","No","Yes","Yes",4,0
"941",3,355,"ECF00001501","contrôle",NA,6,0,536,3777,"second","Unimproved","Unimproved","No","No","Yes","Yes",4,0
"942",3,356,"ECF00001601","contrôle",NA,11,3,536,3777,"highest","Unimproved","Improved","No","No","Yes","Yes",4,0
"943",3,357,"ECF00002602","contrôle",NA,3,0,536,3777,"fourth","Improved","Improved","No","No","Yes","Yes",4,0
"944",3,47,"ECG00000201","contrôle",NA,7,3,536,3777,"fourth","Unimproved","Unimproved","No","No","Yes","Yes",4,1
"945",3,48,"ECH00001003","contrôle",NA,6,1,536,3777,NA,"Unimproved","Unimproved","No","No","Yes","Yes",4,1
"946",3,358,"ECJ00000501","contrôle",NA,22,4,536,3777,"lowest","Improved","Unimproved","No","No","Yes","Yes",4,0
"947",3,359,"ECK00000301","contrôle",NA,3,0,536,3777,"highest","Improved","Improved","No","No","Yes","Yes",4,0
"948",3,360,"ECK00000302","contrôle",NA,3,0,536,3777,"second","Improved","Improved","No","No","Yes","Yes",4,0
"949",3,361,"ECK00001002","contrôle",NA,8,1,536,3777,"second","Unimproved","Unimproved","No","No","Yes","Yes",4,0
"950",3,362,"ECL00000301","contrôle",NA,21,5,536,3777,"fourth","Unimproved","Unimproved","No","No","Yes","Yes",4,0
"951",3,363,"ECM00000602","contrôle",NA,6,2,536,3777,"highest","Improved","Improved","No","No","Yes","Yes",4,0
"952",3,364,"ECM00001201","contrôle",NA,27,2,536,3777,"third","Improved","Improved","No","Yes","Yes","Yes",4,0
"953",3,365,"ECM00001303","contrôle",NA,16,3,536,3777,"highest","Improved","Improved","No","No","Yes","Yes",4,0
"954",3,366,"ECM00001701","contrôle",NA,5,0,536,3777,"highest","Improved","Improved","No","No","Yes","Yes",4,0
"955",12,367,"EDA00000202","intervention",NA,2,NA,763,5297,"fourth","Improved","Improved","No","No","Yes","Yes",4,0
"956",12,368,"EDA00001102","intervention",NA,4,1,763,5297,"third","Improved","Improved","No","No","Yes","Yes",4,0
"957",12,369,"EDA00001203","intervention",NA,6,2,763,5297,"second","Improved","Improved","No","No","Yes",NA,4,0
"958",12,370,"EDA00001501","intervention",NA,3,NA,763,5297,"third","Improved","Improved","No","Yes","Yes","Yes",4,0
"959",12,371,"EDA00001602","intervention",NA,12,NA,763,5297,"fourth","Improved","Improved","No","No","Yes","Yes",4,0
"960",12,372,"EDB00000604","intervention",NA,2,NA,763,5297,"third","Improved","Improved","Yes","Yes","Yes","Yes",4,0
"961",12,49,"EDC00002102","intervention",NA,17,3,763,5297,"lowest","Improved","Improved","No","No","Yes","Yes",4,1
"962",12,50,"EDC00002601","intervention",NA,3,NA,763,5297,"third","Improved","Improved","No","No","Yes","Yes",4,1
"963",12,373,"EDC00002903","intervention",NA,1,NA,763,5297,"fourth","Improved","Improved","No","No","Yes","Yes",4,0
"964",12,374,"EDD00001006","intervention",NA,2,NA,763,5297,"second","Unimproved","Improved","No","No","Yes","Yes",4,0
"965",12,375,"EDD00001201","intervention",NA,7,1,763,5297,"fourth","Improved","Improved","No","No","Yes","Yes",4,0
"966",12,51,"EDD00001301","intervention",NA,7,2,763,5297,"fourth","Improved","Improved","No","No","Yes","Yes",4,1
"967",12,376,"EDE00000404","intervention",NA,9,NA,763,5297,"second","Improved","Improved","No","No","Yes","Yes",4,0
"968",12,377,"EDE00000702","intervention",NA,6,NA,763,5297,"third","Unimproved","Improved","No","No","No","Yes",4,0
"969",12,378,"EDF00000703","intervention",NA,4,NA,763,5297,"fourth","Improved","Improved","Yes","Yes","Yes","Yes",4,0
"970",12,53,"EDF00000901","intervention",NA,2,NA,763,5297,NA,"Improved","Improved","Yes","Yes","No","No",4,1
"971",12,54,"EDI00002001","intervention",NA,10,2,763,5297,"second","Improved","Improved","No","No","No","No",4,1
"972",12,379,"EDJ00000401","intervention",NA,4,NA,763,5297,"second","Improved","Improved","No","No","No","No",4,0
"973",12,55,"EDL00000401","intervention",NA,6,0,763,5297,"fourth","Unimproved","Unimproved","Yes","No","Yes","No",4,1
"974",12,380,"EDL00001302","intervention",NA,17,1,763,5297,"second","Improved","Improved","Yes","No","No","No",4,0
"975",12,56,"EDN00002003","intervention",NA,17,3,763,5297,"second","Improved","Improved","Yes","Yes","No","No",4,1
"976",12,57,"EDN00002401","intervention",NA,7,2,763,5297,"highest",NA,NA,NA,NA,NA,NA,4,1
"977",12,381,"EDT00001501","intervention",NA,12,0,763,5297,"second","Unimproved","Unimproved","No","No","Yes","Yes",4,0
"978",12,382,"EDT00001901","intervention",NA,7,2,763,5297,"second","Improved","Improved","Yes","No","No","No",4,0
"979",12,383,"EDV00000901","intervention",NA,7,0,763,5297,"second","Unimproved","Unimproved","No","No","No","No",4,0
"980",12,384,"EDV00001403","intervention",NA,3,0,763,5297,"highest","Unimproved","Unimproved","No","No","No","No",4,0
"981",12,385,"EDW00002401","intervention",NA,14,1,763,5297,"second","Improved","Improved","Yes","Yes","Yes","No",4,0
"982",12,386,"EDW00002501","intervention",NA,4,0,763,5297,"highest","Improved","Unimproved","No","No","Yes","Yes",4,0
"983",12,58,"EDX00001202","intervention",NA,3,1,763,5297,"fourth","Improved","Improved","No","No","No","No",4,1
"984",12,387,"EDX00001205","intervention",NA,5,0,763,5297,"fourth","Unimproved","Improved","No","No","No","No",4,0
"985",12,59,"EDX00001301","intervention",NA,7,1,763,5297,"second","Improved","Improved","Yes","Yes","No","No",4,1
"986",12,388,"EDX00001305","intervention",NA,4,2,763,5297,"fourth","Improved","Unimproved","No","Yes","No","No",4,0
"987",12,60,"EDX00001701","intervention",NA,13,2,763,5297,"highest","Improved","Improved","Yes","Yes","Yes","Yes",4,1
"988",22,389,"EEA00000701","intervention",NA,32,3,277,1945,"second","Improved","Unimproved","No","No","Yes","Yes",4,0
"989",22,390,"EEA00001202","intervention",NA,6,1,277,1945,"lowest","Improved","Improved","No","No","Yes","Yes",4,0
